sample_type,alias_name,test_type,loinc_code,component,loinc_name
혈액,Glucose,CHAL,58516-6,c peptide^4h post dose glucose,c peptide [mass/volume] in serum or plasma --4 hours post dose glucose
혈액,Glucose,CHAL,58517-4,c peptide^4h post dose glucose,c peptide [moles/volume] in serum or plasma --4 hours post dose glucose
혈액,Glucose,CHAL,58518-2,c peptide^5h post dose glucose,c peptide [mass/volume] in serum or plasma --5 hours post dose glucose
혈액,Glucose,CHAL,58519-0,c peptide^5h post dose glucose,c peptide [moles/volume] in serum or plasma --5 hours post dose glucose
혈액,Glucose,CHAL,58522-4,c peptide^pre dose glucose,c peptide [mass/volume] in serum or plasma --pre dose glucose
혈액,Glucose,CHAL,58528-1,corticotropin^1.5h post dose glucose,corticotropin [mass/volume] in plasma --1.5 hours post dose glucose
혈액,Glucose,CHAL,58529-9,corticotropin^1.5h post dose glucose,corticotropin [moles/volume] in plasma --1.5 hours post dose glucose
혈액,Glucose,CHAL,58556-2,corticotropin^1h post dose glucose,corticotropin [mass/volume] in plasma --1 hour post dose glucose
혈액,Glucose,CHAL,58557-0,corticotropin^1h post dose glucose,corticotropin [moles/volume] in plasma --1 hour post dose glucose
혈액,Glucose,CHAL,58567-9,corticotropin^2.5h post dose glucose,corticotropin [mass/volume] in plasma --2.5 hours post dose glucose
혈액,Glucose,CHAL,58568-7,corticotropin^2.5h post dose glucose,corticotropin [moles/volume] in plasma --2.5 hours post dose glucose
혈액,Glucose,CHAL,58574-5,corticotropin^2h post dose glucose,corticotropin [mass/volume] in plasma --2 hours post dose glucose
혈액,Glucose,CHAL,58575-2,corticotropin^2h post dose glucose,corticotropin [moles/volume] in plasma --2 hours post dose glucose
혈액,Glucose,CHAL,58583-6,corticotropin^30m post dose glucose,corticotropin [mass/volume] in plasma --30 minutes post dose glucose
혈액,Glucose,CHAL,58584-4,corticotropin^30m post dose glucose,corticotropin [moles/volume] in plasma --30 minutes post dose glucose
혈액,Glucose,CHAL,58596-8,corticotropin^3h post dose glucose,corticotropin [mass/volume] in plasma --3 hours post dose glucose
혈액,Glucose,CHAL,58597-6,corticotropin^3h post dose glucose,corticotropin [moles/volume] in plasma --3 hours post dose glucose
혈액,Glucose,CHAL,58624-8,corticotropin^pre dose glucose,corticotropin [mass/volume] in plasma --pre dose glucose
혈액,Glucose,CHAL,58625-5,corticotropin^pre dose glucose,corticotropin [moles/volume] in plasma --pre dose glucose
혈액,Glucose,CHAL,58686-7,c peptide^2h post dose glucose,c peptide [mass/volume] in serum or plasma --2 hours post dose glucose
혈액,Glucose,CHEM,5914-7,glucose,glucose [presence] in blood by test strip
혈액,Glucose,CHAL,59157-8,glucose^pre dose lactose po,glucose [moles/volume] in serum or plasma --pre dose lactose po
혈액,Glucose,CHAL,59791-4,glucose^30m post xxx challenge,glucose [molar concentration difference] in serum or plasma --30 minutes post xxx challenge
혈액,Glucose,CHAL,59792-2,glucose^1h post xxx challenge,glucose [molar concentration difference] in serum or plasma --1 hour post xxx challenge
혈액,Glucose,CHAL,59793-0,glucose^1.5h post xxx challenge,glucose [molar concentration difference] in serum or plasma --1.5 hours post xxx challenge
혈액,Glucose,CHAL,59794-8,glucose^2h post xxx challenge,glucose [molar concentration difference] in serum or plasma --2 hours post xxx challenge
혈액,Glucose,CHAL,59795-5,glucose^3h post xxx challenge,glucose [molar concentration difference] in serum or plasma --3 hours post xxx challenge
혈액,Glucose,CHAL,59796-3,glucose^4h post xxx challenge,glucose [molar concentration difference] in serum or plasma --4 hours post xxx challenge
혈액,Glucose,CHAL,59797-1,glucose^5h post xxx challenge,glucose [molar concentration difference] in serum or plasma --5 hours post xxx challenge
혈액,Glucose,CHAL,59812-8,glucose^11 am specimen,glucose [moles/volume] in serum or plasma --11 am specimen
혈액,Glucose,CHAL,59813-6,glucose^7 am specimen,glucose [moles/volume] in capillary blood by glucometer --7 am specimen
혈액,Glucose,CHAL,59814-4,glucose^7 am specimen,glucose [moles/volume] in serum or plasma --7 am specimen
혈액,Glucose,CHAL,59815-1,glucose^3 pm specimen,glucose [moles/volume] in serum or plasma --3 pm specimen
혈액,Glucose,CHEM,62418-9,glucose/insulin,glucose/insulin [ratio] in serum or plasma
혈액,Glucose,CHAL,6689-4,glucose^2h post meal,glucose [mass/volume] in blood --2 hours post meal
혈액,Glucose,CHAL,6749-6,glucose^2.5h post 75 g glucose po,glucose [mass/volume] in serum or plasma --2.5 hours post 75 g glucose po
혈액,Glucose,CHAL,6752-0,glucose^3.5h post 75 g glucose po,glucose [mass/volume] in serum or plasma --3.5 hours post 75 g glucose po
혈액,Glucose,CHAL,6756-1,glucose^4.5h post 75 g glucose po,glucose [mass/volume] in serum or plasma --4.5 hours post 75 g glucose po
혈액,Glucose,CHAL,6760-3,glucose^6h post 75 g glucose po,glucose [mass/volume] in serum or plasma --6 hours post 75 g glucose po
혈액,Glucose,CHAL,6762-9,glucose^1.5h post 50 g lactose po,glucose [mass/volume] in serum or plasma --1.5 hours post 50 g lactose po
혈액,Glucose,CHEM,6777-7,glucose,deprecated glucose [mass/volume] in serum or plasma
혈액,Glucose,CHEM,6883-3,glucose.protein bound,glucose.protein bound [mass/volume] in serum or plasma
혈액,Glucose,CHAL,69941-3,glucose^20m post dose lactose po,glucose [moles/volume] in serum or plasma --20 minutes post dose lactose po
혈액,Glucose,CHAL,69942-1,glucose^40m post dose lactose po,glucose [moles/volume] in serum or plasma --40 minutes post dose lactose po
혈액,Glucose,CHAL,69943-9,glucose^20m post 50 g lactose po,glucose [moles/volume] in serum or plasma --20 minutes post 50 g lactose po
혈액,Glucose,CHAL,69944-7,glucose^40m post 50 g lactose po,glucose [moles/volume] in serum or plasma --40 minutes post 50 g lactose po
혈액,Glucose,CHAL,70208-4,glucose^pre 100 g glucose po,glucose [moles/volume] in serum or plasma --pre 100 g glucose po
혈액,Glucose,PANEL.CHAL,72171-2,glucose tolerance 2h panel,glucose tolerance 2 hours panel - serum or plasma
혈액,Glucose,CHEM,72516-8,glucose,glucose [moles/volume] in blood by automated test strip
혈액,Glucose,CHAL,72604-2,insulin^4.5h post 75 g glucose po,insulin [units/volume] in serum or plasma --4.5 hours post 75 g glucose po
혈액,Glucose,CHEM,72648-9,glucose.serum-glucose.synv fld,glucose in serum - glucose in synovial fluid [molar concentration difference]
혈액,Glucose,CHEM,72649-7,glucose.serum-glucose.perition fld,glucose in serum - glucose in peritoneal fluid [molar concentration difference]
혈액,Glucose,CHEM,72650-5,glucose.serum-glucose.pericard fld,glucose in serum - glucose in pericard fld [molar concentration difference]
혈액,Glucose,CHEM,72651-3,glucose.serum-glucose.plr fld,glucose in serum - glucose in pleural fluid [molar concentration difference]
혈액,Glucose,CHAL,72895-6,glucose^2.5h post dose lactose po,glucose [moles/volume] in serum or plasma --2.5 hours post dose lactose po
혈액,Glucose,CHAL,72896-4,glucose^15m post dose lactose po,glucose [moles/volume] in serum or plasma --15 minutes post dose lactose po
혈액,Glucose,CHAL,72900-4,insulin^3h post 75 g glucose po,insulin [moles/volume] in serum or plasma --3 hours post 75 g glucose po
혈액,Glucose,CHAL,72901-2,insulin^2h post 75 g glucose po,insulin [moles/volume] in serum or plasma --2 hours post 75 g glucose po
혈액,Glucose,CHAL,72902-0,insulin^1h post 75 g glucose po,insulin [moles/volume] in serum or plasma --1 hour post 75 g glucose po
혈액,Glucose,CHAL,74084-5,glucose^15m post 50 g lactose po,glucose [moles/volume] in serum or plasma --15 minutes post 50 g lactose po
혈액,Glucose,CHEM,74469-8,glucose-6-phosphate dehydrogenase/pyruvate kinase,glucose-6-phosphate dehydrogenase/pyruvate kinase [ratio] in blood
혈액,Glucose,CHEM,74774-1,glucose,"glucose [mass/volume] in serum, plasma or blood"
혈액,Glucose,CHAL,75405-1,glucose^1.5h post dose triple bolus,glucose [moles/volume] in serum or plasma --1.5 hours post dose triple bolus
혈액,Glucose,CHAL,75637-9,glucose^45m post 50 g lactose po,glucose [moles/volume] in serum or plasma --45 minutes post 50 g lactose po
혈액,Glucose,CHEM,76629-5,glucose^post cfst,fasting glucose [moles/volume] in blood
혈액,Glucose,CHEM,77135-2,glucose,"glucose [moles/volume] in serum, plasma or blood"
혈액,Glucose,CHEM,77145-1,glucose^post cfst,"fasting glucose [moles/volume] in serum, plasma or blood"
혈액,Glucose,CHAL,77677-3,glucose^2h post meal,"glucose [moles/volume] in serum, plasma or blood --2 hours post meal"
혈액,Glucose,CHAL,77681-5,glucose^11h post xxx challenge,glucose [moles/volume] in serum or plasma --11 hour post xxx challenge
혈액,Glucose,CHAL,79193-9,glucose^15m post dose arginine+insulin,glucose [mass/volume] in serum or plasma --15 minutes post dose arginine+insulin
혈액,Glucose,CHAL,79194-7,glucose^30m post dose arginine+insulin,glucose [mass/volume] in serum or plasma --30 minutes post dose arginine+insulin
혈액,Glucose,CHAL,79195-4,glucose^45m post dose arginine+insulin,glucose [mass/volume] in serum or plasma --45 minutes post dose arginine+insulin
혈액,Glucose,CHAL,79196-2,glucose^1h post dose arginine+insulin,glucose [mass/volume] in serum or plasma --1 hour post dose arginine+insulin
혈액,Glucose,CHAL,80959-0,glucose^1.5h post meal,glucose [mass/volume] in serum or plasma --1.5 hours post meal
혈액,Glucose,PANEL.CHEM,81324-6,glucose tolerance 2h gestational panel,glucose tolerance 2 hours gestational panel - serum or plasma
혈액,Glucose,CHEM,81637-1,glucose meter to reference method correlation,"glucose meter to reference method correlation [ratio] in serum, plasma or blood by calculation"
혈액,Glucose,CHAL.ROUTINE,87421-4,glucose^pre-meal,deprecated glucose [mass/volume] in blood --pre-meal
혈액,Glucose,CHAL.ROUTINE,87422-2,glucose^post meal,glucose [mass/volume] in blood --post meal
혈액,Glucose,CHAL.ROUTINE,88365-2,glucose^pre-meal,glucose [mass/volume] in blood --pre-meal
혈액,Glucose,PANEL.CHAL,92666-7,growth hormone & glucose post clonidine stimulation panel,growth hormone and glucose post clonidine stimulation panel - serum or plasma
혈액,Glucose,CHAL,92667-5,glucose^30m post dose clonidine,glucose [mass/volume] in serum or plasma --30 minutes post dose clonidine
혈액,Glucose,CHAL,92668-3,glucose^1h post dose clonidine,glucose [mass/volume] in serum or plasma --1 hour post dose clonidine
혈액,Glucose,CHAL,92669-1,glucose^1.5h post dose clonidine,glucose [mass/volume] in serum or plasma --1.5 hours post dose clonidine
혈액,Glucose,CHAL,92670-9,glucose^2h post dose clonidine,glucose [mass/volume] in serum or plasma --2 hours post dose clonidine
혈액,Glucose,CHAL,92817-6,glucose^30m post dose glucagon,glucose [mass/volume] in serum or plasma --30 minutes post dose glucagon
혈액,Glucose,CHAL,92818-4,glucose^20m post dose glucagon,glucose [mass/volume] in serum or plasma --20 minutes post dose glucagon
혈액,Glucose,CHAL,92819-2,glucose^10m post dose glucagon,glucose [mass/volume] in serum or plasma --10 minutes post dose glucagon
혈액,Glucose,PANEL.CHAL,92820-0,glucose post glucagon stimulation panel,glucose post glucagon stimulation panel - serum or plasma
혈액,Glucose,CHAL,9307-0,insulin^30m post 75 g glucose po,insulin [mass/volume] in serum or plasma --30 minutes post 75 g glucose po
혈액,Glucose,CHAL,9339-3,insulin^6h post 75 g glucose po,insulin [mass/volume] in serum or plasma --6 hours post 75 g glucose po
혈액,Glucose,CHAL,9375-7,glucose^2.5h post 100 g glucose po,glucose [mass/volume] in serum or plasma --2.5 hours post 100 g glucose po
혈액,Glucose,CHAL,9376-5,glucose^3.5h post 100 g glucose po,glucose [mass/volume] in serum or plasma --3.5 hours post 100 g glucose po
혈액,Glucose,CHAL,9377-3,glucose^4.5h post 100 g glucose po,glucose [mass/volume] in serum or plasma --4.5 hours post 100 g glucose po
혈액,Glucose,CHAL,9378-1,glucose^5.5h post 100 g glucose po,glucose [mass/volume] in serum or plasma --5.5 hours post 100 g glucose po
혈액,Glucose,CHEM,93791-2,glucose,glucose [mass/volume] mean in serum or plasma
혈액,Glucose,PANEL.CHAL,93794-6,glucose tolerance & insulin sensitivity 2h panel,glucose tolerance and insulin sensitivity 2 hour panel - serum or plasma
혈액,Glucose,CHAL,95078-2,glucose^15m post meal,glucose [mass/volume] in serum or plasma --15 min post meal
혈액,Glucose,PANEL.CHAL,95102-0,glucose post fasting and meal stimulation panel,glucose post fasting and meal stimulation panel - serum or plasma
혈액,Glucose,CHAL,95103-8,glucose^2.5h post meal,glucose [mass/volume] in serum or plasma --2.5 hours post meal
혈액,Glucose,CHAL,95104-6,glucose^3.5h post meal,glucose [mass/volume] in serum or plasma --3.5 hours post meal
혈액,Glucose,CHAL,95105-3,glucose^30m post meal,glucose [mass/volume] in serum or plasma --30 min post meal
혈액,Glucose,CHAL,95106-1,glucose^3h post meal,glucose [mass/volume] in serum or plasma --3 hours post meal
혈액,Glucose,CHAL,95107-9,glucose^4.5h post meal,glucose [mass/volume] in serum or plasma --4.5 hours post meal
혈액,Glucose,CHAL,95108-7,glucose^4h post meal,glucose [mass/volume] in serum or plasma --4 hours post meal
혈액,Glucose,CHAL,95109-5,glucose^5h post meal,glucose [mass/volume] in serum or plasma --5 hours post meal
혈액,Glucose,PANEL.CHEM,95126-9,lipid & glucose panel,lipid and glucose panel - serum or plasma
혈액,Glucose,CHEM,96594-7,glucose,glucose [mass/volume] in dbs
혈액,Glucose,PANEL.CHAL,96798-4,cortisol & glucose & somatotropin post arginine stimulation panel,"cortisol, glucose, and somatotropin post arginine stimulation panel - serum or plasma"
혈액,Glucose,CHAL,96799-2,glucose^30m post dose arginine,glucose [mass/volume] in serum or plasma --30 minutes post dose arginine
혈액,Glucose,CHAL,96800-8,glucose^1h post dose arginine,glucose [mass/volume] in serum or plasma --1 hour post dose arginine
혈액,Glucose,CHAL,96802-4,glucose^1.5h post dose arginine,glucose [mass/volume] in serum or plasma --1.5 hours post dose arginine
혈액,Glucose,PANEL.CHAL,97533-4,somatotropin post glucose stimulation panel,somatotropin post glucose stimulation panel - serum or plasma
혈액,Glucose,CHAL,97534-2,somatotropin^3h post dose glucose,somatotropin [mass/volume] in serum or plasma --3 hours post dose glucose
기타,BODYFL.CHEM,CHEM,14165-5,lactate,lactate [moles/volume] in body fluid
기타,BODYFL.CHEM,CHEM,14803-1,lactate dehydrogenase,lactate dehydrogenase [enzymatic activity/volume] in body fluid by lactate to pyruvate reaction
기타,BODYFL.CHEM,CHEM,2520-5,lactate,lactate [moles/volume] in cerebral spinal fluid
기타,BODYFL.CHEM,CHEM,2527-0,lactate dehydrogenase,lactate dehydrogenase [enzymatic activity/volume] in amniotic fluid
기타,BODYFL.CHEM,CHEM,2528-8,lactate dehydrogenase,lactate dehydrogenase [enzymatic activity/volume] in cerebral spinal fluid
기타,BODYFL.CHEM,CHEM,2529-6,lactate dehydrogenase,lactate dehydrogenase [enzymatic activity/volume] in body fluid
기타,BODYFL.CHEM,CHEM,27941-4,lactate,lactate [mass/volume] in cerebral spinal fluid
기타,BODYFL.CHEM,CHEM,29246-6,lactate,lactate [mass/volume] in body fluid
기타,BODYFL.CHEM,CHEM,51510-6,lactate dehydrogenase 1/lactate dehydrogenase.total,lactate dehydrogenase 1/lactate dehydrogenase.total in cerebral spinal fluid by electrophoresis
기타,BODYFL.CHEM,CHEM,51511-4,lactate dehydrogenase 2/lactate dehydrogenase.total,lactate dehydrogenase 2/lactate dehydrogenase.total in cerebral spinal fluid by electrophoresis
기타,BODYFL.CHEM,CHEM,51516-3,lactate dehydrogenase 3/lactate dehydrogenase.total,lactate dehydrogenase 3/lactate dehydrogenase.total in cerebral spinal fluid by electrophoresis
기타,BODYFL.CHEM,CHEM,51519-7,lactate dehydrogenase 4/lactate dehydrogenase.total,lactate dehydrogenase 4/lactate dehydrogenase.total in cerebral spinal fluid by electrophoresis
기타,BODYFL.CHEM,CHEM,51522-1,lactate dehydrogenase 5/lactate dehydrogenase.total,lactate dehydrogenase 5/lactate dehydrogenase.total in cerebral spinal fluid by electrophoresis
기타,BODYFL.CHEM,CHEM,54309-0,lactate/pyruvate,lactate/pyruvate [molar ratio] in cerebral spinal fluid
기타,BODYFL.CHEM,CHEM,60017-1,lactate dehydrogenase,lactate dehydrogenase [enzymatic activity/volume] in body fluid by pyruvate to lactate reaction
기타,BODYFL.CHEM,CHEM,60023-9,lactate dehydrogenase,lactate dehydrogenase [enzymatic activity/volume] in cerebral spinal fluid by pyruvate to lactate reaction
기타,BODYFL.CHEM,CHEM,60024-7,lactate dehydrogenase,lactate dehydrogenase [enzymatic activity/volume] in cerebral spinal fluid by lactate to pyruvate reaction
